company_code,as_of,total_score,prosperity_level,trend,summary,key_drivers,risk_factors,_status,demand_score,demand_reason,supply_competition_score,supply_competition_reason,policy_environment_score,policy_environment_reason,profit_growth_score,profit_growth_reason
601881,2021,70,较高景气,上行,2021年资本市场改革与财富管理转型支撑券商业务景气度，但行业竞争和费率压力限制盈利弹性，整体处于较高景气且趋势向上。,"资本市场深化改革与注册制、北交所等政策红利, 居民资产配置向权益与财富管理产品迁移, 市场成交活跃及投行、两融、资管需求增长","佣金率持续下行与行业同质化竞争加剧, 市场波动导致自营投资和投资收益不确定性上升, 宏观下行、房地产信用风险及监管趋严压制风险偏好",success,18,居民财富管理需求与权益类资产配置意愿提升，资本市场成交活跃、基金发行与投行融资需求较好，支撑经纪、两融、资管和投行业务；但佣金率下行与市场交易波动使需求增速偏稳健而非爆发。,15,证券行业同质化竞争较强，头部券商与互联网渠道挤压费率，外资开放加剧竞争；公司经纪客户基础与网点布局具备优势，但整体议价能力和份额提升空间受行业竞争约束。,20,2021年资本市场深化改革预期较强，注册制推进、北交所设立、基金投顾试点扩大及直接融资支持政策均有利于券商业务；同时金融监管强调防风险，政策友好但并非无约束扩张。,17,投行、资管和财富管理转型有望带来收入增量，行业盈利预期改善；但自营投资收益受市场波动影响较大，费率下行压制经纪业务利润率，利润增长确定性与弹性中等偏上。
002673,2021,70,较高景气,上行,公司作为综合性券商，2021年受益于资本市场改革与财富管理需求，但行业竞争和自营信用波动限制景气高度，整体处于较高景气且趋势偏上行。,"注册制改革与北交所设立带来投行及直接融资扩容预期, 居民财富管理需求增长推动经纪、资管和两融业务, 市场交投活跃度提升支撑券商主营业务收入","市场大幅波动导致自营投资和经纪收入承压, 信用业务及债券投资面临违约与减值风险, 行业佣金率下行和头部集中加剧竞争压力",success,18,资本市场改革与居民财富管理需求支撑经纪、资管、两融和投行业务，注册制及北交所预期带来增量；但佣金率下行和市场波动会对传统经纪需求形成对冲。,14,证券行业同质化竞争激烈，头部券商集中度提升，中小券商在投行、资管和机构业务上议价能力相对有限，佣金价格战持续压制费率。,21,2021年处于资本市场深化改革阶段，注册制推进、北交所设立、基金投顾试点等政策对券商业务形成友好环境，同时监管强调防风险和规范经营。,17,市场活跃度提升和改革红利有利于经纪、两融、投行及资管收入改善，但自营投资和信用业务受市场波动、信用风险暴露影响，盈利确定性一般。
600118,2021,70,较高景气,上行,2021年航天政策强力支持与卫星互联网预期升温，中国卫星作为国家队小卫星龙头，业务景气度处于较高水平，趋势上行，但盈利弹性受限于竞争与订单节奏。,"航天强国战略与十四五规划重点支持，卫星互联网纳入新基建, 2021年中国航天发射次数创新高，卫星制造与应用需求稳健增长, 中国星网成立，低轨星座建设预期打开长期成长空间","商业航天公司快速崛起，卫星制造与应用领域竞争加剧, 卫星互联网大规模建设进度不及预期，订单放量延迟, 政府预算与航天发射计划波动，影响公司收入确认节奏",success,18,2021年航天发射次数创新高，卫星互联网纳入新基建，中国星网成立，低轨星座建设预期升温；北斗三号全球组网后应用场景拓展，卫星制造与卫星应用需求稳健增长，但大规模订单放量尚需时间。,14,小卫星制造领域国家队主导，公司在总装集成和政企订单上有优势；但商业航天公司快速崛起，卫星应用市场竞争激烈，公司议价能力一般，市场份额面临挑战。,22,航天强国战略、十四五规划重点支持，卫星互联网纳入新基建，自主可控需求迫切，产业政策支持力度大；宏观上疫后复苏，能耗双控对航天制造影响有限。,16,宇航制造业务毛利率偏低，卫星应用业务毛利率较高但竞争加剧；卫星互联网建设带来长期成长空间，但短期利润释放有限，盈利预期平稳增长，确定性中等。
600161,2021,70,较高景气,上行,2021年血液制品需求稳健恢复、行业壁垒高，公司作为龙头具备较强成长确定性，但集采与医保控费预期压制估值弹性，整体处于较高景气。,"浆站资源稀缺且公司采浆规模领先, 临床刚需与老龄化推动血制品需求稳步增长, 疫情后诊疗恢复带动产品放量","医药集采常态化与医保控费预期, 进口人血白蛋白竞争与渠道库存压力, 浆站审批及采浆恢复不及预期",success,18,血液制品为临床刚需，白蛋白、静丙等需求随诊疗恢复和老龄化稳步增长；疫情后诊疗量恢复带动需求回升，但部分品种受疫情反复、渠道库存和用药结构调整影响，增速并非爆发式。,18,浆站审批严格、采浆资源稀缺，行业进入壁垒高，公司浆站数量与采浆规模处于领先地位，寡头格局较稳固；但进口人血白蛋白仍占较大份额，部分品种存在竞争和渠道压力。,16,血制品受严格监管，浆站扩张受政策审批约束；“十四五”支持生物医药发展，但医药集采常态化、医保控费对行业估值和价格预期形成一定压制。,18,采浆恢复与产品结构升级有望带动收入利润稳健增长，血制品毛利率整体较高；但成本上升、进口竞争和集采预期限制利润率弹性。
600085,2021,70,较高景气,上行,在中医药政策支持与品牌消费属性驱动下，同仁堂未来1-2年业务景气度预期较高，但集采与成本压力限制上行斜率。,"中医药政策扶持力度加大, 老龄化与健康消费需求稳健, 安宫牛黄丸等核心品牌品种提价与渠道恢复","中成药集采降价风险, 中药材成本上涨压力, 疫情反复导致消费恢复偏弱, 国企经营效率改善不及预期",success,17,中成药OTC需求稳健，老龄化与疫后健康消费形成支撑，安宫牛黄丸等核心品种具备消费与急救属性；但消费恢复偏弱、疫情反复仍带来波动。,18,同仁堂品牌壁垒深厚，核心产品具备独家或寡头格局，议价能力较强；但中成药集采推进和部分品种同质化带来竞争压力。,18,中医药传承创新政策密集出台，医保与临床使用支持力度提升；但医药集采常态化、监管趋严，中成药集采试点带来降价预期。,17,核心产品有提价与结构升级空间，品牌溢价支撑毛利率；但中药材成本上涨、费用投放和国企经营效率制约利润弹性。
300628,2021,70,较高景气,上行,受益于混合办公与云通信需求扩张，公司成长确定性较好，但芯片短缺与成本压力制约盈利弹性，整体处于较高景气且趋势上行。,"混合办公与企业通信云化趋势推动终端需求增长, 视频会议与云办公终端产品线持续扩张, 全球企业数字化转型加速及出口需求强劲","全球芯片短缺与原材料价格上涨挤压毛利率, 人民币升值与海运成本上升影响盈利, SIP话机市场成熟及行业竞争加剧",success,19,疫后混合办公与企业通信云化趋势延续，视频会议、商务耳机等云办公终端需求旺盛，SIP话机基本盘稳健，海外出口需求较强，但下半年基数效应与消费电子需求波动带来一定不确定性。,17,公司在SIP话机领域全球份额领先，并向视频会议与云办公终端拓展，具备成本和认证优势；但面临Poly、Cisco、Logitech等国际巨头竞争，且全球缺芯制约供给释放。,15,十四五数字经济发展规划支持企业数字化转型，出口环境总体有利；但能耗双控、限电限产及大宗商品涨价对中游制造形成扰动，人民币升值亦带来汇兑压力。,19,产品结构向高价值会议产品和云办公终端升级，成长空间明确，收入端有望维持较快增长；但芯片、原材料及海运成本上升挤压毛利率，利润增速可能阶段性低于收入增速。
002736,2021,70,较高景气,上行,2021年资本市场改革与财富管理需求支撑公司业务景气度，整体处于较高景气区间，但竞争加剧与市场波动制约盈利弹性。,"资本市场改革与注册制推进提升投行及机构业务需求, 居民财富管理需求增长与市场交易活跃度支撑经纪和资管业务","证券行业佣金率与费率持续下行，竞争加剧压制盈利能力, 宏观经济下行、市场波动及房地产信用风险可能影响自营与信用业务",success,18,居民财富管理需求增长、资本市场直接融资扩张及注册制改革推进，支撑经纪、资管和投行业务需求；但宏观经济下行压力和市场波动可能使成交与融资需求存在阶段性波动。,15,证券行业牌照竞争激烈，佣金率与费率持续承压，产品同质化明显；头部券商在投行、机构业务和财富管理领域份额与议价能力相对更强，但整体供给宽松，价格竞争仍压制利润率。,19,资本市场改革、注册制推进、北交所设立及提高直接融资比重等政策方向对券商业务形成支持；同时监管趋严、宏观外部扰动与房地产信用风险暴露构成一定不确定性。,18,投行、财富管理和机构业务有望驱动收入增长，行业盈利预期改善；但自营投资受市场波动影响较大，佣金与费率下行、信用业务风险可能限制利润弹性。
600352,2021,70,较高景气,上行,2021年疫后复苏与双碳供给收缩预期下，公司作为染料及中间体龙头景气度较高，但需关注限电与需求波动风险。,"纺织服装出口复苏, 双碳政策下供给收缩, 公司中间体一体化优势, 大宗商品价格上涨","能耗双控与限电限产影响开工率, 下游需求受疫情反复拖累, 原材料价格大幅波动, 行业新增产能释放",success,18,疫后纺织服装出口复苏带动染料需求，但下半年基数效应与疫情反复可能使增速放缓；中间体下游汽车、建筑等领域需求相对稳定。,19,染料行业集中度高，公司作为龙头具备中间体一体化优势，环保趋严限制小产能，供给格局有利于龙头。,16,双碳目标下能耗双控与限电限产对生产形成扰动，但环保政策持续淘汰落后产能，利好龙头；出口环境总体改善。,17,大宗商品涨价推动化工品价格上行，公司一体化成本优势有望提升盈利，但染料行业成熟，长期成长空间有限。
002007,2021,70,较高景气,上行,2021年公司血制品与流感疫苗业务处于恢复性上行通道，行业壁垒高、盈利韧性较强，但集采与竞争压制估值弹性，整体呈较高景气。,"疫情后血浆采集和诊疗需求恢复, 流感疫苗接种意愿提升及血制品刚需, 浆站资源与牌照壁垒带来的龙头优势","医药集采常态化与医保控费预期, 白蛋白进口竞争及血浆成本上升, 疫苗行业竞争加剧与研发不确定性",success,18,血制品需求刚性，疫情后血浆采集与诊疗恢复带动白蛋白、静丙等需求回升；流感疫苗在疫情后接种意识提升，但整体需求增速并非爆发式。,17,血制品行业牌照与浆站资源壁垒高，公司浆站与规模优势突出，供给端相对可控；但白蛋白面临进口竞争，疫苗领域竞争较激烈。,16,生物医药与疫苗产业受十四五政策支持，血制品监管严格且浆站审批稀缺；但医药集采常态化、医保控费压制行业估值预期。,19,血制品毛利率较高，产品结构升级与浆量恢复支撑盈利增长，流感疫苗贡献弹性；但血浆成本、研发投入和竞争可能影响利润率。
601838,2021,69,较高景气,上行,2021年成都银行受益于成渝区域发展和小微金融优势，业务景气度处于较高水平，但息差与信用风险约束上行空间。,"成渝地区双城经济圈建设带动区域信贷需求, 小微金融与政务金融的本地化优势, 疫后经济复苏与资产质量改善预期","房地产与地方债务相关信用风险暴露, 息差收窄与同业竞争加剧, 疫情反复扰动区域经济与信贷需求",success,18,成渝双城经济圈建设、疫后企业复工和居民消费恢复带动区域信贷需求，但房地产融资收紧及部分行业景气分化，整体信贷需求稳健而非全面高增。,16,银行业竞争激烈，大行下沉与利率市场化压制定价，但公司深耕成都及四川，小微与政务金融有本地渠道和客户基础，份额相对稳定。,17,政策鼓励小微、制造业和绿色金融，区域战略提供支撑；但房地产三道红线、地方隐性债务监管和让利实体要求约束银行扩张与定价。,18,规模扩张支撑营收，区域资产质量相对较优、拨备较充足，但息差收窄与信用成本不确定性限制利润弹性，成长确定性尚可。
002938,2021,69,较高景气,上行,鹏鼎控股作为全球FPC龙头，2021年受益于大客户创新周期与汽车/服务器新业务拓展，需求端景气较高，但原材料涨价、汇率与行业竞争压制盈利弹性，整体处于较高景气且趋势向上。,"苹果iPhone、TWS耳机及可穿戴设备等消费电子创新周期带动FPC需求, 新能源汽车与服务器/数据中心建设推动汽车板、服务器板等非消费类PCB放量, 公司全球FPC龙头地位与优质客户壁垒，高端产能持续释放","铜、覆铜板、PI膜等原材料价格大幅上涨侵蚀毛利率, 全球缺芯、能耗双控与限电限产扰动终端出货及生产节奏, 大客户订单集中度较高，消费电子需求波动或竞争加剧导致份额与价格承压",success,19,2021年消费电子需求受苹果iPhone 12/13换机周期、TWS耳机与可穿戴设备持续渗透支撑，公司作为全球FPC龙头深度绑定大客户，订单能见度较高；同时汽车电子、服务器等非消费类PCB需求受益于新能源车渗透率提升与云计算资本开支回暖，打开第二成长曲线。但全球缺芯对手机、汽车等终端出货形成扰动，消费电子整体需求并非全面爆发，因此需求端给予较高但非满分评价。,16,PCB行业供给端产能持续投放，中国大陆厂商在FPC、HDI、汽车板等领域加速扩产，台系、日系及大陆同行竞争激烈；公司凭借规模、技术、客户认证壁垒保持全球FPC领先地位，议价能力相对较强，但中低端产品仍面临价格竞争。2021年能耗双控与限电限产对中游制造产能释放形成阶段性约束，行业实际有效供给受限，对公司份额与价格形成一定支撑。,17,电子信息制造业属于“十四五”重点发展方向，5G、新能源汽车、服务器等下游均受产业政策支持；但“双碳”目标下PCB作为能耗与环保敏感型行业，面临能耗双控、环保监管趋严及限电限产扰动。此外，中美科技摩擦与供应链本地化趋势使国产替代逻辑强化，但公司核心客户为全球消费电子龙头，外部贸易环境不确定性仍存。,17,2021年铜、覆铜板、PI膜等原材料价格大幅上涨，叠加人民币升值，对PCB厂商毛利率形成明显挤压；公司通过产品结构优化、高端产能释放及部分成本转嫁，盈利仍具韧性。展望未来1-2年，消费电子大客户创新周期、汽车与服务器业务放量有望驱动收入增长，但原材料价格与汇率波动使利润率改善幅度存在不确定性，盈利成长预期偏向稳健改善。
600233,2021,69,较高景气,上行,2021年圆通所处快递物流行业需求稳健增长、竞争格局边际改善，但价格战与成本压力仍存，整体处于较高景气且盈利修复趋势。,"电商快递件量增长, 国际航空货运与出口高景气, 价格竞争监管趋缓与龙头份额稳固","价格战反复压制单票收入, 油价及人工成本上升, 消费与电商增速回落",success,20,电商渗透率提升、直播电商与下沉市场继续驱动快递件量较快增长，国际快递及航空货运受益于出口景气；但消费恢复偏弱与基数效应使行业增速中枢逐步回落，需求仍处较高水平。,15,快递行业头部集中度较高，但极兔等新进入者扰动下价格竞争仍激烈，单票收入承压；圆通作为头部企业具备规模与成本优势，份额相对稳定，监管介入后价格战边际缓和，竞争格局有改善预期。,16,十四五现代物流规划、城乡物流网络与航空货运能力建设等政策提供支持；监管规范快递价格竞争与快递员权益，短期增加合规成本但利于龙头长期格局；能耗双控与油价上涨对运输成本形成扰动。,18,规模效应、数字化与成本管控有助于单票成本改善，航空及国际货代业务高景气增厚利润；价格战仍压制利润率，但竞争趋缓带来盈利修复预期，成长确定性尚可。
603658,2021,69,较高景气,上行,2021年公司处于IVD需求恢复与国产替代推进的较高景气区间，但集采降价与竞争加剧限制盈利弹性，整体景气向上但非全面高景气。,"疫后常规诊疗恢复与检测需求增长, 化学发光等高端IVD国产替代加速, 仪器装机带动试剂持续放量","IVD集采范围扩大与降价压力, 外资与国内厂商竞争加剧, 疫情反复扰动医院常规检测量",success,20,疫后常规诊疗需求恢复，老龄化与慢性病管理带动IVD检测量稳步增长；化学发光、微生物、分子诊断等细分领域国产替代空间较大，需求景气度稳健向上。,16,外资巨头仍占据高端市场，国内IVD厂商竞争加剧；公司化学发光装机与试剂放量具备一定客户黏性，但医院端议价与集采压力限制份额和价格弹性。,15,医药集采常态化、IVD区域集采预期升温，价格端承压；同时‘十四五’支持医疗新基建、分级诊疗和国产设备替代，政策影响多空交织、总体偏中性。,18,试剂消耗属性带来较稳定现金流与较高毛利率，装机量增长有望推动试剂收入；但集采降价和研发投入上升可能压制利润率弹性，成长确定性较好但估值与盈利预期受政策扰动。
601808,2021,68,较高景气,上行,2021年油服行业处于复苏通道，公司受益于油价回升和国内增储上产政策，景气度较高但盈利弹性受竞争与成本制约。,"国际油价回升带动油气资本开支增加, 国内增储上产七年行动计划持续推进, 母公司中海油资本开支增长支撑国内作业量","全球油服产能过剩，竞争激烈压制日费恢复, ‘双碳’目标长期压制化石能源需求预期, 海外业务受疫情和OPEC+减产影响恢复缓慢",success,18,2021年油价显著回升，全球油气上游资本开支触底反弹，国内‘三桶油’尤其是中海油持续推进增储上产七年行动计划，钻井日费率和平台利用率企稳回升；但海外油服需求受疫情和OPEC+减产影响恢复偏慢，整体需求呈稳健复苏而非高速扩张。,15,全球油服行业产能仍相对过剩，斯伦贝谢、哈里伯顿等国际巨头竞争激烈，公司议价能力总体受限；国内市场竞争格局相对有序，公司作为龙头享有一定份额优势，但供给端弹性仍大，价格恢复缓慢。,17,能源安全政策明确支持国内油气勘探开发，‘十四五’规划强调油气增储上产，短期政策环境偏暖；但‘双碳’目标对化石能源长期需求预期形成压制，ESG投资减少油气融资，政策长期风险与短期利好并存。,18,油价回升带动油服作业量价改善，公司营收有望增长，市场预期盈利修复；但成本刚性、折旧压力及海外业务恢复缓慢可能制约利润弹性，盈利改善幅度和确定性一般。
600926,2021,68,较高景气,上行,杭州银行依托浙江区域中小企业与零售客群，在普惠、科创、绿色和财富管理政策红利下景气度较高，但息差与房地产风险制约上行弹性。,"浙江区域经济活跃与中小企业信贷需求较强, 普惠小微、绿色金融、科创金融等政策支持, 疫后资产质量改善与拨备压力缓解, 零售与财富管理转型带来中间业务成长空间","房地产融资收紧及房企信用风险暴露, 净息差收窄与银行同业竞争加剧, 消费恢复偏弱影响零售信贷需求, 金融让利与监管趋严压制盈利弹性",success,18,疫后经济复苏与出口强劲支撑浙江中小企业信贷需求，普惠、科创、绿色及财富管理业务有增长空间；但消费恢复偏弱、房地产融资收紧，按揭与部分零售信贷需求受到抑制。,15,银行业竞争激烈，大行下沉小微与优质资产争夺加剧，息差承压；公司作为区域性银行在本地客户、渠道与小微服务上有一定优势，但整体议价能力有限。,18,结构性货币政策与普惠小微、绿色金融、科创金融政策形成支持；但房地产“三道红线”、平台经济监管趋严及金融让利实体要求，使外部环境分化且存在约束。,17,疫后资产质量改善、拨备计提压力缓解有助于利润修复，财富管理与中间业务提供成长弹性；但LPR重定价、让利实体和存款竞争压制净息差，盈利增速确定性一般。
002463,2021,68,较高景气,上行,2021年公司PCB业务处于需求结构升级与成本压力并存的较高景气阶段，未来1-2年受益于数据中心、汽车电子和新能源车趋势，景气趋势有望上行。,"数据中心与服务器平台升级带动高速多层PCB需求, 新能源汽车渗透率提升与汽车电子化增加高价值PCB用量, 5G新基建、数字经济与电子产业政策支持","覆铜板、铜箔等原材料价格持续高位挤压毛利率, 汽车缺芯和5G建设节奏波动导致下游需求不及预期, 行业竞争加剧、汇率波动及限电限产等外部扰动",success,18,下游数据中心、服务器、新能源汽车与汽车电子需求向好，5G新基建提供中长期支撑；但2021年汽车缺芯扰动整车产量，通讯板需求存在节奏波动，短期需求增速受限。,15,PCB行业产能总体充足、中低端竞争激烈，上游覆铜板等原材料涨价削弱成本传导能力；公司在高速多层板、汽车板等领域具备认证与客户壁垒，高端供给格局相对较好。,19,“十四五”数字经济、5G、新能源汽车、数据中心等政策方向对PCB需求形成支撑，环保与能耗约束趋严有利于龙头集中度提升；但限电限产和原材料高位带来阶段性外部扰动。,16,原材料涨价、汇率波动和缺芯对毛利率形成压力，短期盈利弹性受限；但产品结构向高速服务器、汽车电子等高附加值方向升级，未来1-2年盈利改善与成长空间仍较明确。
002384,2021,68,较高景气,上行,2021年公司消费电子基本盘稳健，数据中心光模块与新能源汽车业务提供增长弹性，整体景气度较高且趋势向上，但需关注成本与限电扰动。,"苹果产业链FPC需求增长, 数据中心光模块高景气, 新能源汽车电子与热管理业务拓展","原材料价格上涨与限电限产, 消费电子需求波动及竞争加剧, 汇率波动与客户压价",success,18,消费电子FPC受益于苹果新机及可穿戴设备需求稳健，数据中心光模块高景气，新能源汽车电子与热管理需求快速增长，但电信光模块及显示模组需求相对平淡。,15,公司为全球FPC龙头之一，市场份额与议价能力较强，但下游大客户压价、光模块及显示模组领域竞争激烈，整体供给格局中性偏上。,17,新能源与半导体产业政策支持，双碳目标利好汽车电子与水冷板；但能耗双控、限电限产对中游制造形成扰动，出口环境总体有利。,18,产品结构优化与汽车电子、光模块新业务拓展驱动成长，但原材料涨价、汇率波动及限电可能压制毛利率，利润增速预期稳健。
002252,2021,68,较高景气,持平,2021年血液制品需求刚性、供给壁垒高，公司主业景气度处于较高水平，但集采与进口竞争使趋势总体持平。,"临床刚需与老龄化支撑白蛋白、静丙等产品需求, 浆站资源稀缺与牌照壁垒保障行业供给格局, 疫情后采浆与诊疗活动恢复, 国产替代与产品结构升级","集采常态化带来的降价压力, 进口人血白蛋白竞争与海外供给恢复, 浆站审批与采浆恢复不及预期, 疫情反复扰动医院终端需求",success,18,血液制品为临床刚需，老龄化、免疫缺陷治疗与凝血因子替代需求支撑白蛋白、静丙等产品稳定增长；疫情后诊疗恢复带来需求回补，但2020年静丙高基数与疫情反复使增速趋于平稳。,17,浆站牌照稀缺、原料血浆供给刚性，行业准入壁垒高，集中度提升有利于头部企业；但进口人血白蛋白占比较高，海外采浆恢复可能加剧竞争，公司议价能力受浆源与产品结构影响。,16,血制品属国家战略资源，监管严格且政策鼓励国产供应保障；医药集采常态化带来降价预期，但血制品因浆源稀缺，集采冲击相对温和，政策环境整体中性偏正面。,17,产品价格总体稳定，毛利率较高，采浆量恢复与产品结构升级有望支撑利润增长；但采浆成本上升、集采降价预期和渠道库存可能压制盈利弹性。
002304,2021,68,较高景气,上行,洋河股份处于白酒优质赛道，次高端扩容与渠道改革支撑中期向上预期，但消费疲弱和竞争加剧限制景气弹性，整体为较高景气。,"消费升级与次高端白酒扩容, 渠道改革及梦之蓝产品结构升级, 白酒行业集中度持续提升","疫情反复压制消费场景和动销, 次高端竞争加剧及渠道库存压力, 消费税或监管政策预期变化, 宏观消费恢复不及预期",success,18,白酒尤其次高端价格带受益于消费升级和行业集中度提升，梦之蓝系列所处价格带需求相对稳健；但疫情反复压制宴席、聚餐等大众消费场景，海之蓝、天之蓝等产品复苏力度存在不确定性。,16,白酒优质产能受窖池、年份和产区限制，高端及次高端供给仍具稀缺性；但次高端竞争激烈，洋河面临全国名酒与区域酒企双重挤压，渠道改革和库存去化效果仍需观察。,15,白酒行业无直接强力扶持政策，监管环境总体中性；消费税改革预期、反腐倡廉及共同富裕导向可能抑制高端消费，宏观消费恢复偏弱也对行业形成一定制约。,19,洋河产品结构升级和费用管控有望改善盈利能力，梦之蓝占比提升可带动毛利率上行；但改革投入、市场竞争及需求波动可能压制短期利润弹性，成长确定性中等偏上。
600036,2021,68,较高景气,持平,招商银行依托零售与财富管理优势，2021年业务景气度预期处于较高水平，但息差与房地产风险制约上行弹性，整体趋势偏持平。,"疫后经济复苏与信用成本回落, 零售客群与财富管理带来的中收增长, 低成本负债与优质资产质量支撑盈利韧性","房地产融资收紧及房企信用风险暴露, 息差收窄与减费让利实体经济的政策压力, 消费恢复偏弱及按揭集中度管理等监管约束",success,17,疫后经济复苏带动企业与零售信贷需求修复，居民财富管理需求旺盛；但按揭受集中度管理约束、消费恢复偏弱，整体需求稳健而非高速扩张。,17,银行业竞争充分且产品同质化，息差承压；但招行零售客群、财富管理品牌和低成本负债优势突出，市场份额与议价能力较强。,16,政策鼓励服务实体、绿色金融与数字化转型，流动性环境相对友好；但房地产融资收紧、按揭集中度管理及减费让利对银行扩张和定价形成约束。,18,经济修复下信用成本回落，财富管理中收增长强劲，利润增速有望改善；但息差收窄和房地产信用风险暴露压制盈利弹性与估值预期。
601138,2021,68,较高景气,上行,2021年工业富联受益于云计算与数据中心需求回暖及数字经济政策支持，业务景气度较高，但盈利仍受代工竞争和成本上行制约。,"云计算与数据中心资本开支回暖带动服务器等设备需求, 5G、工业互联网和数字经济政策支持中长期需求, 公司全球制造与客户资源优势支撑订单获取","全球缺芯与原材料涨价挤压毛利率, 通信设备及消费电子需求增长放缓, EMS/ODM竞争激烈且议价能力有限, 能耗双控、限电限产及汇率波动扰动经营",success,19,云计算与数据中心资本开支回暖，服务器等云设备需求较强；5G通信设备需求相对平稳，消费电子受缺芯和终端需求偏弱扰动，工业互联网仍处培育期。,14,EMS/ODM代工环节竞争激烈、议价能力偏弱，但公司规模、客户结构和全球产能布局具备优势；全球缺芯和原材料涨价对供应保障与成本形成压力。,18,数字经济、5G、数据中心和工业互联网获得政策支持，有利于中长期需求；但中美科技摩擦、能耗双控与限电限产对制造端形成外部扰动。,17,云计算和工业互联网带来成长空间，但低毛利率代工模式、原材料与芯片成本上升、汇率波动可能压制盈利弹性，利润增长确定性中等偏上。
601238,2021,68,较高景气,上行,广汽集团2021年处于传统合资基盘稳健与新能源业务加速放量的交汇期，整体景气度较高但盈利受缺芯和原材料涨价约束。,"新能源汽车高景气与广汽埃安销量快速放量, 广汽本田、广汽丰田合资品牌提供稳健基盘, 双碳政策与双积分制度推动电动化转型","全球缺芯持续与原材料价格大幅上涨压制产销和盈利, 新能源车竞争加剧及补贴退坡影响自主新能源盈利改善节奏, 疫情反复与消费恢复偏弱可能扰动汽车终端需求",success,18,乘用车需求在疫后恢复，新能源汽车渗透率快速提升，广汽埃安等新能源车型需求旺盛；但全球缺芯和疫情反复抑制传统车产销，整体需求增长平稳。,15,广汽本田、广汽丰田合资基盘稳健，渠道和品牌具备一定优势；但行业缺芯限制供给，自主品牌与新能源领域竞争激烈，面临比亚迪、特斯拉及新势力持续挤压。,19,双碳目标与新能源汽车产业规划形成长期利好，双积分、路权等政策支持新能源放量；但补贴退坡、能耗双控与限电限产对供应链形成阶段性扰动。,16,原材料价格大幅上涨和缺芯压制毛利率与产销量，合资投资收益承压；新能源板块快速放量但盈利仍在爬坡，整体利润增速温和，成长看点主要在电动化转型。
601198,2021,68,较高景气,上行,东兴证券在2021年受益于资本市场改革、交投活跃和财富管理需求提升，业务景气度较高，但中小券商竞争与自营波动限制上行弹性。,"全面注册制与资本市场深化改革预期, 市场交投活跃及两融、基金发行增长, 居民财富管理需求与资管、投行扩容","市场波动导致自营与经纪收入波动, 行业同质化竞争和佣金率下行, 信用业务与股票质押减值风险, 监管趋严及政策落地节奏不确定",success,18,2021年资本市场交投活跃，居民财富管理需求提升，基金发行、两融和投行业务需求向好，但券商需求与市场行情高度相关，波动性仍存。,13,证券行业同质化竞争激烈，佣金率持续下行，头部券商集中度提升，中小券商在投行、资管和衍生品等领域的议价能力相对有限。,20,全面注册制预期、北交所设立、资本市场深化改革和对外开放等政策环境友好，但监管防风险取向仍对业务扩张形成约束。,17,市场活跃和改革红利有望带动经纪、两融、投行及资管收入增长，但自营投资收益波动、信用减值压力和费用刚性影响盈利确定性。
601006,2021,67,较高景气,持平,2021年大秦铁路受益于煤炭保供与运输需求旺盛，景气度较高，但受运价管制和双碳长期约束，成长弹性有限，整体呈高位持平态势。,"煤炭保供稳价带动煤运需求旺盛, 大秦线通道垄断与高负荷运行, 疫后客货运量恢复与稳定分红现金流","双碳目标压制煤炭长期需求, 运价管制限制盈利弹性, 疫情反复影响客运恢复, 浩吉等新通道分流预期, 能耗双控与经济波动扰动运输需求",success,18,疫后电力需求复苏与煤炭保供带动煤运需求旺盛，大秦线作为西煤东运主通道保持高负荷；但客运受疫情反复拖累，且双碳目标下煤炭长期需求预期受限，整体需求稳健但增速温和。,17,大秦线在煤炭运输中具备垄断性通道地位，产能瓶颈明显、份额稳固，竞争压力有限；但运价受政府管制，议价能力不强，浩吉等新通道形成一定分流预期。,15,短期保供稳价政策支持煤炭运输，铁路货运享有绿色物流政策倾斜；但双碳目标压制煤炭长期需求预期，运价监管限制盈利弹性，政策环境整体中性偏暖但长期有约束。,17,运量回升带动收入与利润改善，成本刚性下经营杠杆显现，现金流与分红稳定；但运价管制和成长空间有限，利润增速偏温和。
601577,2021,67,较高景气,上行,长沙银行作为湖南区域城商行，2021年信贷需求与资产质量修复支撑较高景气，但息差压力和地产风险限制上行弹性。,"湖南区域经济与制造业、基建、小微信贷需求支撑, 疫后信用成本改善与拨备反哺带来利润修复, 普惠小微、乡村振兴和绿色金融政策支持","房地产融资收紧与房企信用风险暴露, LPR下行与存款成本刚性导致息差收窄, 大行下沉与区域同业竞争加剧",success,18,疫后经济复苏与湖南区域制造业、基建、小微和绿色信贷需求形成支撑，信贷投放有望保持稳健增长；但房地产融资收紧、按揭集中度管理及地方隐债监管使涉房和城投相关需求降温，需求呈结构性分化。,15,城商行区域竞争激烈，大行下沉、LPR改革和利率市场化持续压制中小银行议价能力；公司在湖南本地网点、政务与客户基础方面具备区位壁垒，但份额提升空间受同业竞争限制。,16,普惠小微、乡村振兴、绿色金融等政策对区域银行形成支持，货币政策稳健中性；同时监管引导金融让利实体，地产“三道红线”和地方隐债管控对银行扩表与资产质量形成约束。,18,疫后信用成本改善和拨备反哺有利于利润修复，区域扩表支撑营收增长；但息差收窄、存款成本刚性以及房地产信用风险暴露会压制盈利弹性和成长确定性。
