company_code,total_score,match_level,summary,policy_keywords,_status,policy_direction_score,policy_direction_reason,tech_content_score,tech_content_reason,industry_chain_score,industry_chain_reason,growth_prospect_score,growth_prospect_reason
002153,61,中度契合,公司主营大消费行业信息化与数字化解决方案，契合数字经济与服务业数字化转型政策方向，但处于应用配套层，技术核心度与产业链地位有限，整体为中度契合。,"数字产业化, 服务业数字化转型, 数字化应用场景, 关键软件, 智能制造",success,17,主营业务为酒店、餐饮、零售、休闲娱乐等大消费行业提供一体化信息系统解决方案，直接对应纲要中'数字产业化''服务业数字化转型'及'数字化应用场景'方向，属于政策鼓励的数字经济应用领域，但未落入集成电路、人工智能、高端芯片等数字经济最核心支持环节。,14,业务以应用层信息系统集成、支付系统与智能商用设备为主，涉及软件开发与信息技术服务，符合政策对'关键软件''核心电子元器件'的鼓励导向，但未涉及政策强调的关键算法、通用处理器、操作系统、传感器等关键核心技术研发突破环节。,14,在数字经济与智能制造产业链中处于行业应用解决方案与场景落地环节，属于面向消费服务业的配套层，而非云计算、大数据、工业互联网平台等产业链核心节点，产业链地位偏配套而非核心。,16,服务业数字化转型、智慧零售、智慧酒店等应用场景在纲要与政府工作报告中被明确鼓励试点示范，公司业务有望持续受益于传统服务业数字化改造红利，但受下游行业景气度影响，政策红利空间中等。
000651,60,中度契合,公司主营消费电器及暖通设备，契合消费品升级与绿色/智能制造政策，但非战略性新兴产业核心，整体中度契合。,"消费品工业, 绿色制造, 智能制造, 产业基础再造",success,16,主营消费电器及暖通设备，直接对应政策中消费品工业‘增品种、提品质、创品牌’及绿色制造、智能制造等传统产业改造升级方向，但不属于新兴支柱产业或未来产业。,14,涉及压缩机、电机、泵阀、热泵等零部件和节能设备，与产业基础再造、绿色制造有一定技术关联，但未涉及集成电路、人工智能、新能源等政策强调的关键核心技术。,15,在消费电器与暖通产业链中处于整机和核心部件环节，地位较强，但该产业链并非十四五政策重点培育的战略性新兴产业链，更多属于传统消费品升级和配套环节。,15,受消费升级、绿色低碳和智能制造政策带动，有稳定政策红利，但相比新兴支柱产业和未来产业，成长空间和政策支持强度有限。
000786,60,中度契合,公司石膏板、防水、涂料业务契合建材行业优化升级与绿色制造政策方向，但属传统建材配套领域，非政策核心支持的新兴产业，整体契合度为中等水平。,"传统产业改造升级, 建材行业布局优化和结构调整, 绿色制造, 新型墙体材料, 新材料, 产业基础再造",success,17,主营业务为石膏板、防水、涂料等建材产品，对应纲要'传统产业改造升级'中明确提及的建材行业布局优化和结构调整方向，同时新型墙体材料、保温隔热材料可纳入绿色制造与新型建材鼓励范畴，但均不属于新兴支柱产业或未来产业等优先支持方向。,14,纸面石膏板、轻钢龙骨、防水材料、涂料等属于成熟建筑材料工艺，技术门槛相对有限；业务中涉及石墨烯及其改性材料制品、环保节能产品开发，与'新材料—功能性材料'及绿色制造有一定交叉，但非核心关键技术环节。,14,公司处于建筑建材产业链中游材料供应环节，主要为绿色建筑、装配式建筑提供配套材料，在纲要重点培育的先进制造业集群与战略性新兴产业链中属于配套而非核心位置。,15,受益于绿色建材推广、装配式建筑、既有建筑节能改造及城市更新等政策导向，具备稳定的政策需求支撑，但政策支持以'优化升级、提质增效'为主，红利空间相对温和，不具爆发性增长预期。
600010,60,中度契合,公司主营钢铁与稀土矿产资源，钢铁业务契合传统产业改造升级与绿色制造方向，稀土业务可关联新材料与产业基础再造，但均非政策最核心的新兴支柱或未来产业，综合契合度为中度。,"原材料产业布局优化与结构调整, 绿色制造, 新材料, 产业基础再造（基础材料）, 先进结构材料与功能性材料",success,17,公司业务以钢铁生产为主，对应政策中'传统产业改造升级—原材料产业：钢铁行业布局优化和结构调整'及'绿色制造'方向；同时拥有稀土精矿、萤石精矿等资源业务，可归入'新材料'（功能性材料）与'产业基础再造'（基础材料）范畴。但钢铁主业不在集成电路、航空航天、生物医药、新能源汽车等新兴支柱产业之列，稀土业务亦未明确指向政策列举的先进结构材料、半导体材料等核心方向，整体属于政策鼓励但非最优先领域。,14,钢铁冶炼、压延加工属成熟工艺，技术含量与政策强调的关键核心技术、前沿技术关联有限；稀土精矿、萤石精矿采选及冶炼分离具有一定技术门槛，属于战略性矿产资源的加工环节，但与政策重点攻关的芯片、算法、基因技术、储能等前沿技术不在同一层级。,14,公司处于钢铁及稀土产业链上游资源与中游材料供应位置，属于基础原材料配套环节，为下游高端装备、新能源、新材料等产业提供支撑，属于典型的'配套'而非核心地位；稀土作为战略资源具备一定不可替代性，但政策文本中重点培育的产业链核心环节并未直接指向钢压延加工。,15,钢铁板块受产能置换、能耗双控与绿色低碳约束，政策红利空间主要体现在结构优化与绿色改造，增长弹性有限；稀土精矿及萤石资源受益于新材料、新能源等下游需求具备一定政策红利，但公司业务结构以钢铁为主，整体政策受益程度中等。
603833,60,中度契合,公司主营业务属于政策鼓励的消费品工业与智能制造方向，但非核心战略产业，整体为中度契合。,"消费品工业, 智能制造, 物联网, 数字化转型",success,18,主营业务属于政策鼓励的消费品工业/轻工方向，并涉及智能制造与数字化应用，但非新兴支柱产业或未来产业核心领域。,13,全屋定制和智能家居涉及物联网、软件及智能家庭消费设备，但整体以家居制造为主，未涉及政策强调的关键核心技术或前沿技术。,14,处于家居消费品产业链终端，属于政策鼓励的轻工消费品配套环节，但不在集成电路、高端装备等重点产业链核心位置。,15,受益于消费品“增品种、提品质、创品牌”及智能制造、数字化转型政策，但政策红利空间相对有限，非战略优先级最高领域。
600352,58,轻度契合,公司主营染料、助剂及间苯二胺等精细化工中间体，仅与产业政策中的传统产业改造升级、绿色制造和产业基础再造方向部分相关，未进入新兴支柱产业与未来产业优先支持序列，政策契合度为轻度。,"传统产业改造升级, 绿色制造, 产业基础再造, 基础材料, 消费品工业（纺织）, 原材料产业（石化化工）, 新材料",success,15,染料、助剂属于纺织用化学品，对应纲要中消费品工业（纺织'增品种、提品质、创品牌'）与原材料产业（石化化工布局优化、绿色制造）等传统产业改造升级方向；间苯二胺、间苯二酚作为化工中间体可间接服务于新材料领域，但公司主业整体不属于集成电路、航空航天、生物医药、新能源、新能源汽车等优先支持的新兴支柱产业或未来产业。,14,染料及中间体合成工艺具备一定技术积累，间苯二胺是芳纶（高性能纤维）的关键单体，间苯二酚亦属精细化工中间体，与新材料、产业基础再造中的'基础材料'存在关联；但业务本质为传统精细化工，未涉及政策强调的芯片、算法、基因技术、量子信息等关键核心技术环节，技术含量处于中等水平。,14,在纺织化学品产业链中属上游原料供应商，在政策重点培育的先进制造业集群中处于配套位置；其芳纶单体业务可视为高性能纤维产业链的配套环节，但并非政策重点产业链（集成电路、航空航天、新能源等）的核心环节，整体产业链地位偏外围配套。,15,染料行业需求与纺织景气度绑定，整体增速平稳，政策红利主要来自绿色制造改造升级与化工行业结构优化；间苯二胺等中间体可受益于芳纶等高性能纤维需求扩张，具备一定成长空间，但难以获得新兴产业级别的政策倾斜与资源支持，政策红利空间有限。
300059,57,轻度契合,公司以证券业务为主、金融数据与金融电子商务服务为辅，与数字经济、人工智能、大数据等政策方向存在部分交集，但主体业务不属于政策明确支持的新兴支柱产业或未来产业核心环节，整体契合度有限，属轻度契合。,"数字经济, 人工智能, 大数据, 数据要素, 服务业数字化转型",success,15,主营业务以证券业务为核心，属于金融服务业，未直接列入纲要明确支持的新兴支柱产业或未来产业；但其金融数据服务、大数据服务、互联网数据服务及人工智能应用软件开发等经营范围，与'数字产业化''培育壮大人工智能、大数据等新兴数字产业''加快建立数据资源产权、交易流通等基础制度，培育规范的数据交易平台和市场主体'等方向存在交集，属于政策鼓励方向但非最核心领域。,14,公司经营范围包含人工智能应用软件开发、人工智能理论与算法软件开发、大数据服务、数据处理服务、软件开发等，与政策强调的'人工智能关键算法''大数据''关键软件'有一定对应；但公司实际技术重心在于金融信息与交易平台的应用层实现，未涉及政策重点布局的神经芯片、通用处理器、操作系统等底层核心技术，技术含量与政策核心环节存在差距。,13,在数字经济产业链中，公司处于数据应用与服务平台层（金融数据与信息服务、互联网信息服务），属于应用配套环节，而非集成电路、高端芯片、操作系统等政策重点培育的核心基础环节；在数据要素市场建设中可作为数据服务与交易流通的参与主体，但产业链话语权和关键程度有限。,15,数字经济、人工智能、数据要素市场建设及服务业数字化转型在'十四五'期间获得持续政策支持，公司金融数据与信息服务业务有望受益于数据要素流通、AI应用落地等政策红利；但占比最大的证券业务主要受金融监管政策而非产业政策驱动，整体政策红利空间属中等水平。
002493,57,轻度契合,公司为炼化—PTA—聚酯化纤一体化龙头，业务主要对应政策中传统石化与纺织产业的改造升级方向，与新兴支柱产业及未来产业的核心支持领域关联有限，整体属轻度契合。,"石化行业布局优化和结构调整, 绿色制造, 化工改造升级, 纺织优质产品供给, 产业基础再造（基础材料）, 原材料产业",success,16,主营业务为炼油、化工品、PTA及聚酯化纤薄膜，属于石化、化纤等原材料与消费品工业范畴，对应政策中'传统产业改造升级'下的石化行业布局优化和结构调整、纺织优质产品供给，而非纲要优先支持的新兴支柱产业或未来产业，政策方向属间接关联。,13,炼化一体化、PTA及聚酯聚合纺丝属成熟规模化工艺，公司业务重心在产能与成本效率，未见与政策强调的集成电路、新材料关键核心技术、绿色低碳前沿技术等直接对应的关键技术环节，技术含量与政策重点方向契合度较低，仅'基础材料'层面可挂靠产业基础再造。,15,公司处于'原油—炼化—PTA—聚酯化纤'产业链上游核心环节，是国内聚酯产业链的重要供应方，在自身产业链中地位核心；但该产业链并非纲要所列重点培育的战略性新兴产业链，在政策整体布局中属基础原材料配套角色，政策优先级有限。,13,政策对其所在行业主要体现为布局优化、结构调整与绿色制造改造升级（如化工行业节能降碳、淘汰落后产能），有利于龙头集中度提升，但缺乏新兴支柱产业或未来产业级别的专项支持与政策红利，长期增长更多依赖行业周期与自身一体化成本优势。
002624,56,轻度契合,公司主营网络游戏与影视内容，属数字经济下游内容应用环节，与政策方向仅有间接关联，整体契合度偏低。,"数字经济, 数字产业化, 虚拟现实和增强现实, 数字化应用场景, 服务业数字化转型",success,14,主营业务为网络游戏及影视制作，属于数字内容产业，可归入'数字经济'广义范畴，与'数字产业化'及七大数字经济重点产业中的'虚拟现实和增强现实'存在一定内容侧关联；但政策文本未将游戏、影视剧明确列为支持或鼓励方向，仅在'数字化应用场景''服务业数字化转型'层面有间接呼应，方向匹配度有限。,13,游戏研发涉及图形渲染、游戏引擎、云化与服务端架构，并可与人工智能、VR/AR技术结合，具备一定技术属性；但政策强调的关键环节为高端芯片、操作系统、关键算法、云计算系统与网络安全等底层核心技术，公司处于内容与应用实现层，未直接涉及政策点名的核心技术攻关领域。,14,在数字经济产业链中，公司属于下游内容生产与运营环节，是数字消费场景的提供方，而非政策重点培育的集成电路、核心电子元器件、关键软件、算力基础设施等核心节点，产业链地位偏应用配套，权重较低。,15,数字经济整体规模扩张、5G应用场景丰富、数字化应用场景试点等可为数字内容消费提供需求支撑，短剧等新形态也契合服务消费数字化趋势；但政策文本未给予游戏影视明确的扶持性表述，且行业面临内容监管与未成年人保护等约束，政策红利空间相对有限。
601808,56,轻度契合,公司作为海上油气勘探开发服务商，业务与'深海空天开发''海洋工程装备'等政策方向存在间接关联，但整体属于传统能源服务配套领域，与政策核心支持方向契合度有限，评估为轻度契合。,"深海探测装备, 深地深海资源开发, 海洋工程装备, 重大技术装备",success,14,主营业务为钻井、油田技术、船舶及物探采集等油气勘探开发服务，属于传统能源服务领域，未列入政策明确的集成电路、航空航天、生物医药、新能源等新兴支柱产业或未来产业清单；仅在'深海空天开发（深海探测装备、深地深海资源开发）'与'海洋工程装备'方向存在部分方向性关联。,14,业务涉及定向井、随钻测井、固井、射孔、物探数据处理解释、水下遥控机械作业等较高技术环节，与政策强调的深海探测装备、重大技术装备等有一定技术交叉，但整体不属于政策聚焦的关键核心技术（高端芯片、算法、基因技术等）范畴。,14,公司处于油气产业链上游服务环节，在国内海上油气勘探开发服务体系中具备核心配套地位，但相对于政策重点培育的先进制造业集群与其列明的关键产业链环节而言，整体处于配套/外围位置。,14,政策文本对油气勘探开发服务无直接专项支持表述，可依托的政策红利主要来自深海资源开发前瞻布局和海洋工程装备产业链培育，同时面临能源结构转型带来的长期需求不确定性，政策红利空间中等偏有限。
600436,56,轻度契合,公司主营业务与生物医药政策方向存在关联，但未明确进入创新药、基因治疗等核心支持领域，整体契合度有限。,"生物医药, 生物经济, 消费品工业",success,16,医药制造业可归入政策支持的生物医药/生物经济范畴，但公司产品为肝病用药、心脑血管用药，未明确体现创新药、高端医疗器械、基因治疗等政策优先方向；化妆品和医药流通仅部分关联消费品升级或医药服务。,9,主营业务描述未显示涉及政策强调的基因治疗、细胞治疗、免疫治疗、高端医疗器械等关键技术，技术含量与政策核心环节匹配度较低。,15,医药制造处于生物医药产业链的制药环节，具有一定核心属性；但产品偏传统用药领域，且医药流通、化妆品业务处于配套或外围环节。,16,生物经济、生物医药受政策长期支持，公司可享医药健康需求增长红利；但缺乏政策重点扶持的创新药/高端器械属性，政策红利空间相对有限。
600019,56,轻度契合,公司主营钢铁，属于政策传统原材料改造升级方向，但非新兴支柱或未来产业，政策契合度有限。,"原材料产业布局优化, 钢铁行业结构调整, 绿色制造, 产业基础再造, 智能制造",success,16,钢铁被列入原材料产业布局优化和结构调整，属于传统产业改造升级方向，但非政策优先支持的新兴支柱产业或未来产业。,11,钢铁冶炼压延属于成熟工艺，产品以冷轧、热轧碳钢板卷等为主，未直接体现政策强调的集成电路、新材料前沿或关键核心技术。,15,钢铁处于制造业上游基础材料环节，对装备、汽车、新能源等产业链有支撑作用，但非政策重点培育产业链的核心环节。,14,政策支持绿色制造、智能制造和产业基础再造，带来改造升级红利，但传统钢铁业务的需求扩张和盈利提升空间受政策约束。
600011,56,轻度契合,公司主营发电及售电，属于国家能源保障与新能源发展的相关领域，但以传统火电为主，与政策最核心的新兴支柱产业和未来产业方向契合度有限，整体呈轻度契合。,"新能源, 清洁能源基地, 智慧能源, 电力装备, 绿色制造",success,15,公司主营为发电及售电，属于能源电力供应领域。政策在'新能源'方向明确支持光伏、风电、核电、储能，并在'重大技术装备'中提及电力装备、新能源，公司电力业务与能源产业方向存在关联；但基于给定描述，公司未明确披露清洁能源装机结构，其发电业务整体以传统火电为主体，与传统产业改造升级（绿色制造、结构优化）关联度高于新兴支柱产业。,12,发电运营属于能源基础设施运营环节，技术含量集中于机组效率、环保改造和电网接入等成熟技术，与政策强调的集成电路、高端装备、人工智能、氢能储能等关键核心技术或核心环节的关联度有限；仅在涉及风电、光伏、储能等新兴发电技术时存在一定技术契合点。,14,在电力产业链中，公司处于电源开发与电力供应环节，属于能源保障的基础性、关键性供应端，位置重要；但政策重点培育的是新能源装备制造、新型储能、智能电网等环节，传统发电运营在政策重点产业链中更偏配套和承载角色。,15,在'双碳'与构建清洁低碳安全高效能源体系的政策导向下，火电业务面临碳排放约束与结构调整压力，政策红利空间受限；同时公司在智慧能源、绿色制造等方向的清洁能源转型仍具备一定政策支持预期，整体发展前景中性偏正面但弹性有限。
601088,56,轻度契合,公司以煤炭、煤电、煤化工和运输为核心主业，属传统能源与原材料产业，仅在新兴能源服务与传统产业绿色改造方面与政策存在有限交叉，整体与国家产业政策重点方向契合度偏低。,"传统产业改造升级, 绿色制造, 原材料产业布局优化, 新型储能, 风电, 光伏发电, 节能管理服务, 重大技术装备（电力装备）",success,14,主营业务以煤炭、煤电、煤制烯烃及运输为主，属于传统能源与原材料产业，政策文本中仅在'传统产业改造升级/绿色制造'和'重大技术装备（电力装备）'方向有间接对应；但经营范围中明确包含风力发电、太阳能发电技术服务、储能技术服务、新兴能源技术研发、合同能源管理等，与政策鼓励的新能源、新型储能方向存在部分交叉，故为部分关联而非核心鼓励方向。,13,公司涉及的技术环节主要包括采矿行业高效节能技术、矿山机械制造、电力行业高效节能技术、余热余压余气利用技术、煤制烯烃化工工艺等，属于传统能源清洁高效利用与产业基础再造、绿色制造范畴；与政策强调的集成电路、高端芯片、人工智能、基因技术、氢能制储运用等前沿关键核心技术没有直接对应，技术含量与政策重点存在明显落差。,15,公司处于煤炭—电力—运输（铁路、港口、船舶）—煤化工一体化产业链的上下游关键位置，在能源保障和'电力装备/重大技术装备全产业链竞争力巩固提升'中具有一定基础性地位，但所处链条本身并非政策确定的战略性新兴产业链，属于传统基础能源产业的配套与保障环节，政策扶持优先级不高。,14,在碳达峰碳中和与能源结构转型背景下，煤炭及煤电业务的长期政策红利空间受到约束，主要受益于清洁高效利用、节能改造和能源保供的阶段性政策；其风电、光伏技术服务、储能技术服务和合同能源管理等新兴业务虽契合政策鼓励方向，但占比较小、尚处培育期，整体政策增益空间有限。
300015,55,轻度契合,公司主营眼科医疗服务，与智慧医疗、服务业数字化等政策方向存在间接关联，但未直接进入生物医药、高端医疗器械等核心支持领域，整体契合度有限。,"智慧医疗, 服务业数字化转型, 数字化应用场景",success,15,主营眼科诊疗、手术与视光服务，属于医疗服务领域；政策文本仅在智慧医疗、服务业数字化转型等应用场景中间接提及，未直接列入生物医药、高端医疗器械等优先支持方向。,12,公司涉及远程医疗软件研发和眼科医疗技术，但与政策强调的创新药、高端医疗器械、基因/细胞治疗、人工智能等关键核心技术相比，技术含量与政策核心环节关联有限。,13,公司处于医疗服务下游应用端，是医疗健康产业链的服务提供者，而非政策重点扶持的生物医药研发制造、高端器械或核心数字技术环节。,15,眼科医疗需求受老龄化和近视防控支撑，且远程医疗、智慧医疗应用有一定政策红利，但整体不属于政策优先支持的新兴支柱产业，红利空间相对有限。
600637,55,轻度契合,公司业务与数字经济、5G应用场景有一定关联，但整体偏向文化消费与平台服务，政策契合度有限，属于轻度契合。,"5G应用场景, 产业生态, 数字经济, 服务业数字化转型",success,16,智慧广电5G、融合媒体、文化科技等业务与数字经济、5G应用场景和服务业数字化转型存在交集，但文化地产、零售等业务不属于政策明确支持的新兴支柱产业或未来产业核心方向。,11,业务偏多媒体平台、内容服务和广电5G应用，涉及网络系统与软件开发，但未直接覆盖政策强调的集成电路、人工智能关键算法、高端芯片、操作系统等关键核心技术。,12,公司处于5G应用、数字内容消费和服务业数字化产业链的下游应用与服务环节，并非通信设备、核心电子元器件、基础软件等政策重点强化的核心或关键配套环节。,16,可受益于5G应用场景拓展、数字文化消费和服务业数字化转型等政策方向，但政策直接支持力度有限，且文旅、零售、文化地产等业务受行业调控和消费波动影响较大。
600068,55,轻度契合,公司业务与产业政策存在高端装备、电力装备、船舶、建材等局部契合点，但主业偏传统工程建设与多元综合服务，整体契合度有限。,"高端装备制造, 先进电力装备, 船舶, 建材, 绿色制造",success,15,公司业务涵盖高端装备制造、低压开关柜及电力工程、船舶制造修理、水泥等，分别对应高端装备制造、先进电力装备、船舶重大技术装备、建材原材料优化等政策鼓励方向；但工程建设、房地产、金融、贸易等主要业务未在给定政策文本中作为重点支持方向。,12,高端装备制造、电力装备、船舶等涉及一定技术环节，但公司主要业务为传统工程建设、水泥、民爆、房地产等，政策强调的关键核心技术、基础零部件、数字技术等覆盖有限。,13,在高端装备、电力装备、船舶、建材等政策相关链条中处于部分配套或传统环节，未处于集成电路、航空航天、生物医药、新能源、新材料、数字经济等政策核心产业链的主导位置；工程建设多属下游应用或配套。,15,高端装备、绿色制造、建材优化、重大技术装备等政策方向可带来一定红利，但传统基建施工、房地产、贸易金融等业务政策支持力度有限，整体政策红利空间一般。
601006,55,轻度契合,公司主营铁路客货运输及配套服务，与'先进轨道交通装备''高铁全产业链''智慧物流'等政策方向存在间接关联，但业务处于产业链运营配套环节、技术含量不高，整体属轻度契合。,"先进轨道交通装备, 重大技术装备（高铁）, 智慧物流, 智能交通, 服务业数字化转型",success,15,公司主营铁路货运（煤炭等大宗货物）与客运运输，属于传统交通基础设施运营领域。政策文本中虽将'先进轨道交通装备'列入高端装备制造、将'高铁'列入重大技术装备全产业链竞争力巩固提升方向，但公司主体是运输服务运营方而非装备制造方，仅其经营范围中的'铁路运输设备、设施、配件制造、安装、维修'与政策方向有间接对应，直接匹配度有限。,12,公司核心业务为铁路客货运输及配套服务，技术含量主要体现在重载运输组织、调度与装备检修维护，与政策强调的集成电路、人工智能、高端芯片、生物医药等关键核心技术环节相距较远。仅'先进轨道交通装备''智能制造''智慧物流'等方向可部分覆盖其设备维修与运输管理环节，技术含量匹配度偏低。,14,在轨道交通产业链中，公司处于下游运输运营与配套服务环节，是煤炭等大宗物资跨区域运输的重要通道节点，具有一定的不可替代性；但相对于政策重点培育的先进轨道交通装备研发制造等核心环节，公司更多扮演应用端与配套端角色，产业链地位偏配套而非核心。,14,政策对铁路运输的直接支持主要体现在'智能交通''智慧物流'数字化应用场景试点、多式联运与运输结构调整等方向，公司可借此推进运输数字化、智能化升级，但整体货运需求与煤炭等大宗物资运量高度相关，缺乏战略性新兴产业的高成长弹性，政策红利空间相对平稳有限。
600848,55,轻度契合,公司主营园区产业载体开发与租赁，本身不在政策支持的核心产业清单内，但作为战略性新兴产业集群的空间承载与孵化服务方，与政策方向存在间接、配套性的关联，整体契合度有限，属轻度契合。,"先进制造业集群, 产业基础再造, 科技企业孵化, 产业园区载体, 数字经济",success,15,主营业务为园区产业载体（研发科技楼、工业厂房）的开发、销售与租赁，本质上属于房地产开发经营，未直接列入国家产业政策明确支持的新兴支柱产业或未来产业名单；但其园区载体服务的对象多为集成电路、生物医药、人工智能等政策重点培育的先进制造业集群，属于间接关联政策方向。,8,公司业务环节为园区投资、开发、租赁与物业、咨询服务，不涉及政策强调的芯片设计制造、基因治疗、工业机器人、氢能储能等关键核心技术研发与产业化环节，技术含量较低，仅科技企业孵化、企业管理咨询等业务带有一定服务属性。,16,在政策重点产业链中，公司不处于核心制造或技术攻关环节，而是作为产业空间载体与孵化服务提供方，为先进制造业集群和数字产业企业提供落地载体，属于配套支撑性角色，可受益于产业集群培育但缺乏不可替代性。,16,纲要提出培育先进制造业集群、实施产业基础再造工程、发展数字经济等，将持续产生对高标准产业载体与园区运营服务的需求，公司具备一定的政策红利空间；但房地产属性使其受地产行业调控与土地、招商政策周期影响较大，政策红利传导偏间接且不稳定。
688036,55,轻度契合,公司主营手机及智能终端，与数字经济、5G应用和消费品升级有部分关联，但未直接属于政策优先支持的核心产业方向，整体契合度为轻度。,"数字经济, 数字产业化, 5G应用场景, 消费品工业",success,15,手机为核心的智能终端与数字经济、5G应用场景及消费品创品牌有间接关联，但不属于纲要明确优先支持的新兴支柱产业或未来产业核心方向。,12,公司涉及手机设计研发和移动软件技术开发，但核心芯片、操作系统、人工智能算法等政策强调的关键技术主要依赖外部，技术含量偏集成与品牌运营。,13,处于智能终端下游品牌与整机制造环节，对上游芯片、操作系统等核心环节依赖较强，在政策重点产业链中属于应用配套而非核心控制环节。,15,数字经济、5G应用和数字化场景推广有助于智能终端需求，但手机市场成熟、竞争激烈，政策直接红利空间有限。
601618,54,轻度契合,公司以传统冶金工程承包、装备制造、资源开发与房地产开发为主业，仅与传统产业改造升级和高端装备制造中的部分方向间接相关，整体与国家产业政策契合度有限，属轻度契合。,"传统产业改造升级, 原材料产业布局优化和结构调整, 绿色制造, 产业基础再造, 高端装备制造, 重大技术装备",success,14,主营业务为工程承包、资源开发、装备制造与房地产开发。冶金工程承包、金属矿产品加工利用与房地产开发均不属于政策优先支持的新兴支柱产业或未来产业，仅在'传统产业改造升级'（原材料产业布局优化与结构调整、绿色制造、产业基础再造）和'高端装备制造'（工程机械、重大技术装备）方向上存在部分对应关系，且房地产属于受调控领域，整体政策方向匹配度有限。,13,公司在冶金工业成套设备开发生产、工程新材料新工艺技术开发、工程技术咨询设计等方面具备一定技术积累，可对应政策中'基础材料、基础工艺、产业技术基础'等产业基础再造环节，但业务总体属于工程集成与装备配套，未涉及集成电路、人工智能、量子信息、航空航天等政策强调的关键核心技术领域。,13,公司在钢铁、有色冶金产业链中处于工程建设与成套装备配套环节，属于服务与配套角色而非核心材料或核心装备环节；在高端装备制造链条中亦非工业机器人、高端数控机床、先进轨道交通装备等政策重点培育的核心主体，产业链地位偏配套。,14,政策推动原材料产业优化升级、绿色制造体系建设与产业基础再造，可为冶金工程技改、绿色低碳工程及重大技术装备业务带来一定增量空间；但房地产板块受政策调控约束，金属资源开发具强周期性，公司整体难以直接分享政策对新兴支柱产业和未来产业的高强度支持红利，政策红利空间中等偏低。
601216,52,轻度契合,公司主营传统能源化工与化工物流，仅与政策中原材料产业优化升级和绿色制造方向存在间接关联，未涉及新兴支柱产业与未来产业，整体契合度偏低。,"原材料产业（石化化工）布局优化和结构调整, 绿色制造, 化工等重点行业改造升级, 传统产业改造升级",success,15,公司主营能源化工（聚氯乙烯、电石、片碱、BDO、PTMEG、甲醇、焦炭等）与化工物流，属于政策中‘传统产业改造升级—原材料产业（石化化工）布局优化和结构调整’以及‘绿色制造—加快化工等重点行业企业改造升级’的范畴，但并非纲要优先支持的新兴支柱产业或未来产业方向。,12,业务以电石法聚氯乙烯、氯碱、煤基甲醇、BDO/PTMEG等基础化工工艺及自备电力生产为主，属于成熟基础化工与能源加工环节，与政策强调的集成电路、关键材料核心技术、前沿科技等‘关键核心技术’关联度有限，仅在硅铁等原材料端与先进结构材料有间接联系。,13,公司处于化工与能源基础原材料产业链的中上游，产品主要作为建材、铁合金、纺织（PTMEG-氨纶）等下游行业的基础原料与配套供应，属于传统产业链的配套环节，而非政策重点培育的先进制造业集群或战略性产业链核心位置。,12,政策对石化化工行业强调布局优化、绿色改造与结构调整，公司可获得改造升级、绿色制造方面的政策指引，但电石、PVC、焦炭等高耗能业务同时面临能耗双控与双碳约束，整体政策红利空间有限。
600018,50,轻度契合,公司港口主业与智慧物流、数字化等政策方向存在关联，但整体不属于政策明确支持的新兴支柱或未来产业，契合度为轻度。,"智慧物流, 智慧交通, 数字化转型, 服务业数字化转型",success,14,港口物流、港口服务与政策中智慧物流、智慧交通、服务业数字化转型等方向有一定关联，但港口主业未被明确列入新兴支柱产业或未来产业。,11,公司业务以装卸、仓储、港口物流和港口服务为主，虽涉及物流信息管理和港口技术咨询，但未体现政策强调的集成电路、人工智能、高端装备等关键核心技术。,13,港口是国际物流与供应链的重要基础节点，但在政策重点培育的新兴产业和未来产业链中更多属于配套支撑环节，而非核心新兴产业链。,12,智慧港口、绿色港口和物流数字化可能带来一定政策红利，但相比新兴支柱产业和未来产业，政策支持力度和增长空间有限。
600585,50,轻度契合,公司主营水泥业务属于传统建材行业，与政策鼓励的绿色制造和传统产业改造升级方向部分关联，但整体契合度有限，为轻度契合。,"建材, 绿色制造, 传统产业改造升级, 智能制造",success,15,水泥属于建材行业，政策将建材列入传统产业改造升级中的原材料产业，要求布局优化和结构调整，属于政策关注但非优先支持的新兴产业方向。,10,水泥生产为传统工艺，技术含量相对较低，虽涉及绿色制造和智能制造改造要求，但并非政策强调的关键核心技术或前沿技术。,10,水泥是建筑产业链上游的基础原材料，属于基础配套环节，不在政策重点培育的核心产业链（如集成电路、新能源等）中。,15,政策推动建材行业绿色转型和结构优化，但行业整体面临需求趋稳和环保约束，政策红利空间有限，增长前景平稳。
600027,50,轻度契合,公司主营传统燃煤发电，兼有燃气和水电，与新能源政策方向部分关联，但整体契合度较低，属于轻度契合。,"清洁能源, 多能互补, 绿色制造, 电力装备",success,13,主营业务为发电，包括燃煤、燃气及水力发电。政策重点支持新能源（光伏、风电、核电、储能），燃煤发电不属于鼓励方向，但燃气和水电具有一定清洁能源属性，与“多能互补的清洁能源基地”有部分关联。,11,公司为发电运营企业，大型高效燃煤、燃气发电机组涉及先进电力装备技术，但非政策强调的关键核心技术（如集成电路、人工智能等），技术含量匹配度一般。,12,发电处于电力产业链核心运营环节，但在政策重点培育的新兴产业链中（如新能源、高端装备）地位不突出，属于传统能源供应配套。,14,政策推动能源结构转型，传统煤电面临减碳压力，但公司清洁能源（燃气、水电）有一定发展空间，政策红利有限。
